comments,disposition,incident,location,occurred,predicted_incident,reported,reported_date,season,ucpd_id,validated_address,validated_location
Catalytic converter taken from 2004 Honda parked on the street,Open,Theft from Motor Vehicle,5932 S. Ellis Ave. (Public Way),12/2/24 to 12/3/24 7:30 AM to 4:00 PM,,2024-12-05 17:50:00-06:00,2024-12-05,Winter,24-01307,"5932 S Ellis Ave, Chicago, Il, 60637",[ 41.78747147 -87.60130561]
One vehicle made contact with another vehicle / No property damage or injury involved,Closed,Traffic Crash,5615 S. Maryland Ave. (Public Way),12/5/24 2:35 PM,,2024-12-05 14:35:00-06:00,2024-12-05,Winter,24-01305,"5615 S Maryland Ave, Chicago, Il, 60637",[ 41.79286654 -87.60489741]
A person was transported to UCMED for evaluation,Closed,Medical Transport,S. Woodlawn Ave. between E. 54th St. and E. 55th St.,12/5/24 2:24 PM,,2024-12-05 14:24:00-06:00,2024-12-05,Winter,24-01306,"5420 South Woodlawn Avenue, Chicago, Il 60615",[ 41.7973454 -87.5968681]
A troubled patient struck a UCM staff member / Victim declined prosecution,Ex. Cleared,Battery,5815 S. Maryland Ave. (Mitchell Hospital),12/5/24 12:02 PM,,2024-12-05 12:07:00-06:00,2024-12-05,Winter,24-01304,"5815 S Maryland Ave, Chicago, Il, 60637",[ 41.78922352 -87.60487504]
Vehicle struck another vehicle in traffic / Driver did not stop,Closed,Traffic Crash / Hit and Run /,5500 S. University Ave. (Public Way),12/5/24 9:40 AM,,2024-12-05 09:49:00-06:00,2024-12-05,Winter,24-01303,"5500 S University Ave, Chicago, Il, 60637",[ 41.79501825 -87.5981983 ]
"Two unknown suspects, armed with handguns, took property from a victim and fled to a waiting vehicle / CPD case JH531111",CPD,Information / Armed Robbery,4800 S. Chicago Beach Dr. (Public Way),12/5/24 1:01 AM,,2024-12-05 01:05:00-06:00,2024-12-05,Winter,2024-041446,"4800 S Chicago Beach Dr, Chicago, Il, 60615",[ 41.80728119 -87.58661536]
"UCPD officers found a juvenile who was reported missing from River Grove, IL / Returned to family",Closed,Found Person,1640 E. 54th St. (Alley),12/4/24 10:40 PM,,2024-12-04 22:40:00-06:00,2024-12-04,Winter,24-01302,"1640 E 54th St, Chicago, Il, 60615",[ 41.79818884 -87.58486907]
A visitor threatened a UCM staff member and fled before police were called,Open,Assault,5656 S. Maryland Ave. (UCMED),12/4/24 5:30 PM,,2024-12-04 17:54:00-06:00,2024-12-04,Winter,24-01301,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297]
Chicago Fire Department had to damage door to gain access to fire alarm,Closed,Non-Criminal Property Damage,5734 S. Ellis Ave. (Hinds Lab),12/4/24 3:53 PM,,2024-12-04 15:54:00-06:00,2024-12-04,Winter,24-01300,"5734 S Ellis Ave, Chicago, Il, 60637",[ 41.79072871 -87.60136198]
An unknown motorist caused a disturbance after being cut off by another motorist,Open,Disorderly Conduct,5758 S. Maryland Ave. (Street),12/4/24 12:40 PM,,2024-12-04 13:02:00-06:00,2024-12-04,Winter,24-01299,"5758 S Maryland Ave, Chicago, Il, 60637",[ 41.79005688 -87.60501186]
An unauthorized individual entered the building after being warned by staff that he was trespassing,Open,Trespass to Property,840 E. 59th St. (Student Wellness),12/4/24 10:50 PM,,2024-12-04 10:53:00-06:00,2024-12-04,Winter,24-01298,"840 E 59th St, Chicago, Il, 60637",[ 41.78776946 -87.60468652]
A vehicle hit a traffic control employee / Driver fled the scene,Open,Traffic Crash / Minor Personal Injury / Hit and Run,5722 S. Maryland Ave. (Street),12/4/24 10:13 AM,,2024-12-04 10:14:00-06:00,2024-12-04,Winter,24-01297,"5722 S Maryland Ave, Chicago, Il, 60637",[ 41.79026935 -87.60501518]
A motorist and bicyclist involved in property damage crash / Motorist left the scene / No injuries reported,Open,Traffic Crash / Property Damage / Hit and Run,6000 S. Ellis Ave. (Public Way),12/3/24 10:15 PM,,2024-12-03 22:19:00-06:00,2024-12-03,Winter,24-01296,"6000 S Ellis Ave, Chicago, Il, 60637",[ 41.78587183 -87.6012682 ]
Parking garage entrance / exit gate broken,Closed,Damage to Property,6054 S. Drexel Ave. (Garage),12/3/24 6:21 PM,,2024-12-03 20:05:00-06:00,2024-12-03,Winter,24-01295,"6054 S Drexel Ave, Chicago, Il, 60637",[ 41.78512632 -87.60448923]
Harassing phone calls documented,Open,Harassing Telephone Call,850 E. 61st St. (UCPD HQ),12/2/24 1:15 PM,,2024-12-03 16:31:00-06:00,2024-12-03,Winter,24-01294,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
Window shattered and property taken from a vehicle parked on the street off-campus / Referred to CPD,Referred,Information / Theft,4946 S. Drexel Ave. (Public Way),11/29/24 to 12/2/24 4:00 PM to 1:00 PM,,2024-12-03 13:22:00-06:00,2024-12-03,Winter,2024-041306,"4946 S Drexel Blvd, Chicago, Il, 60615",[ 41.80505702 -87.60435342]
Damage to UC owned vehicle documented,Closed,Damage to Property,850 E. 61st St. (UCPD HQ),6/12/24 to 12/2/24 8:30 AM to 8:30 AM,,2024-12-03 08:01:00-06:00,2024-12-03,Winter,24-01293,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
Unknown person damaged window in 2nd floor room in off-campus hotel / CPD case JH528696,CPD,Information / Damage to Property,5225 S. Harper Ave. (Hotel),12/3/24 3:45 AM,,2024-12-03 03:51:00-06:00,2024-12-03,Winter,2024-041281,"5225 S Harper Ave, Chicago, Il, 60615",[ 41.80046746 -87.58902556]
A disturbed patient spit on a UCPD officer / Victim declined prosecution,Ex. Cleared,Battery,5730 S. Drexel Ave. (Comer Hospital),12/2/24 5:47 PM,,2024-12-02 17:47:00-06:00,2024-12-02,Winter,24-01292,"5730 S Drexel Ave, Chicago, Il, 60637",[ 41.79123843 -87.60381506]
Catalytic converter taken from vehicle parked on the street off-campus / Referred to CPD,Referred,Information / Theft from Motor Vehicle,1580 E. Midway Plaisance (Public Way),12/2/24 5:30 AM to 1:45 PM,,2024-12-02 14:00:00-06:00,2024-12-02,Winter,2024-041235,"1580 East Midway Plaisance, Chicago, Il 60637",[ 41.7872043 -87.5992543]
A motorist struck a pedestrian and did not stop,Open,Traffic Crash / Minor Personal Injury / Hit and Run,5758 S. Maryland Ave. (DCAM Driveway),12/2/24 1:00 PM,,2024-12-02 13:40:00-06:00,2024-12-02,Winter,24-01291,"5758 S Maryland Ave, Chicago, Il, 60637",[ 41.79005688 -87.60501186]
A person was transported to UCMED for evaluation,Closed,Medical Transport,860 E. 59th St. (Goldblatt),12/2/24 11:40 AM,,2024-12-02 11:40:00-06:00,2024-12-02,Winter,24-01290,"860 E 59th St, Chicago, Il, 60637",[ 41.78777528 -87.60426001]
A UCPD officer arrested a subject wanted on an active warrant from Cook County Sheriff's Office,Arrest,Warrant Arrest,1346 E. 53rd St. (Target),12/2/24 11:34 AM,,2024-12-02 11:34:00-06:00,2024-12-02,Winter,24-01289,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282]
Several people involved in physical disturbance in off-campus store / One subject arrested for battery / One subject arrested for aggravated assault,Arrest,Battery / Assault,1346 E. 53rd St. (Target),12/2/24 6:40 PM,,2024-12-01 18:43:00-06:00,2024-12-01,Winter,24-01288,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282]
Patient reports currency taken from his room,Open,Theft,5700 S. Maryland Ave. (CCD),11/29/24 to 12/1/24 2:45 PM to 12:01 AM,,2024-12-01 14:46:00-06:00,2024-12-01,Winter,24-01287,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721]
Harassing phone call documented,Open,Harassing Telephone Call,5656 S. Maryland Ave. (UCMED),12/1/24 12:01 PM,,2024-12-01 12:19:00-06:00,2024-12-01,Winter,24-01286,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297]
A small leak in the ceiling of room 240 was documented,Closed,Information,924 E. 57th St. (BSLC),11/30/24 12:20 PM,,2024-11-30 12:40:00-06:00,2024-11-30,Fall,24-01285,"924 E 57th St, Chicago, Il, 60637",[ 41.79143109 -87.60311062]
A UCM staff member found narcotics among a patient's belongings and turned the contraband over to UCPD for proper disposal,Closed,Found Narcotic,5656 S. Maryland Ave. (UCMED),11/29/24 11:12 PM,,2024-11-29 23:12:00-06:00,2024-11-29,Fall,24-01284,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297]
"3 unknown subjects, armed with a handgun, took victim's 2008 Infiniti / CPD case JH525503",CPD,Information / Aggravated Vehicular Hijacking,1010 E. 46th St. (Public Way),11/29/24 11:00 PM,,2024-11-29 23:02:00-06:00,2024-11-29,Fall,2024-040899,"1010 E 46th St, Chicago, Il, 60653",[ 41.81147712 -87.60077498]
Unknown person(s) broke into parked vehicle and took property,Open,Theft,5505 S. Ellis Ave. (Parking Structure),11/21/24 to 11/29/24 5:20 PM to 5:10 PM,,2024-11-29 17:23:00-06:00,2024-11-29,Fall,24-01283,"5505 S Ellis Ave, Chicago, Il, 60637",[ 41.79489169 -87.60128906]
A staff member was bitten by a dog in performance of duty,Closed,Accidental Injury,5920 S. Woodlawn Ave. (Public Way),11/29/24 12:30 PM,,2024-11-29 15:54:00-06:00,2024-11-29,Fall,24-01282,"5920 S Woodlawn Ave, Chicago, Il, 60637",[ 41.78577804 -87.59640394]
An unknown subject took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1346 E. 53rd St. (Target),11/29/24 8:23 AM,,2024-11-29 08:25:00-06:00,2024-11-29,Fall,2024-040788,"1346 E 53rd St, Chicago, Il, 60615",[ 41.79955044 -87.59306282]
Two related parties engaged in physical altercation off-campus / Both subjects declined medical attention and refused prosecution,Ex. Cleared,Battery,5500 S. Kenwood Ave. (Public Way),11/28/24 10:37 PM,,2024-11-28 22:38:00-06:00,2024-11-28,Fall,24-01281,"5500 S Kenwood Ave, Chicago, Il, 60637",[ 41.7950441 -87.5934122]
Investigation of a false emergency call to UCPD documented,Open,Public Peace Violation,5758 S. Maryland Ave. (DCAM),11/28/24 10:23 PM,,2024-11-28 22:23:00-06:00,2024-11-28,Fall,24-01280,"5758 S Maryland Ave, Chicago, Il, 60637",[ 41.79005688 -87.60501186]
A person reported they lost their iPods within the building,Closed,Lost Property,5811 S. Ellis Ave. (Cobb Hall),11/27/24 5:00 PM,,2024-11-28 13:53:00-06:00,2024-11-28,Fall,24-01279,"5811 S Ellis Ave, Chicago, Il, 60637",[ 41.78937518 -87.60118109]
An unknown subject took merchandise from the off-campus store without paying / CPD case,CPD,Information / Theft,1228 E. 53rd St. (CVS),11/28/24 12:30 PM,,2024-11-28 12:30:00-06:00,2024-11-28,Fall,2024-040719,"1228 E 53rd St, Chicago, Il, 60615",[ 41.79951603 -87.59614964]
Vending machine unsecured,Closed,Information,850 E. 61st St. (UCPD HQ),11/28/24 10:37 AM,,2024-11-28 10:37:00-06:00,2024-11-28,Fall,24-01277,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
An abandoned TV in a box was found / Turned over to UCPD for safekeeping,Closed,Found Property,5505 S. Ellis Ave. (Parking Structure),11/28/24 10:26 AM,,2024-11-28 10:26:00-06:00,2024-11-28,Fall,24-01278,"5505 S Ellis Ave, Chicago, Il, 60637",[ 41.79489169 -87.60128906]
A person was transported to UCMED for evaluation,Closed,Medical Transport,S. Kenwood Ave. between E. 52nd St. and E. 53rd St.,11/27/24 10:49 PM,,2024-11-27 22:49:00-06:00,2024-11-27,Fall,24-01276,"5220 South Kenwood Avenue, Chicago, Il 60615-4053",[ 41.8003024 -87.5933094]
A person sustained two gunshot wounds off-campus / Transported to UCMED by CFD EMS / CPD case JH523765,CPD,Information / Aggravated Battery,6100 S. Cottage Grove Ave. (Public Way),11/27/24 8:10 PM,,2024-11-27 20:11:00-06:00,2024-11-27,Fall,2024-040658,"6100 S Cottage Grove Ave, Chicago, Il, 60637",[ 41.78399994 -87.60608335]
A vehicle bumped a UC owned vehicle from the rear / No damage to either vehicle / No injuries reported,Closed,Information,830 E. 56th St. Public Way),11/27/24 3:36 PM,Cyber Scam,2024-11-27 15:36:00-06:00,2024-11-27,Fall,24-01275,"830 E 56th St, Chicago, Il, 60637",[ 41.79322726 -87.60488286]
A Republic of China passport found and turned over to UCPD for safekeeping,Closed,Found Property,850 E. 61st St. (UCPD HQ),11/27/24 7:30 AM,,2024-11-27 14:58:00-06:00,2024-11-27,Fall,24-01274,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
A disturbed patient smashed a bedside monitor screen / Staff declined charges,Ex. Cleared,Damage to Property,5656 S. Maryland Ave. (UCMED),11/27/24 9:00 AM,,2024-11-27 09:07:00-06:00,2024-11-27,Fall,24-01273,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297]
Minor damage on UC owned vehicle documented / Cause unknown,Closed,Damage to Vehicle,850 E. 61st St. (UCPD HQ),11/27/24 8:24 AM,,2024-11-27 08:24:00-06:00,2024-11-27,Fall,24-01272,"850 E 61st St, Chicago, Il, 60637",[ 41.78412446 -87.60566276]
A person took merchandise from the off-campus store without paying / Items returned to merchant / Victim declined prosecution,Ex. Cleared,Theft,1554 E. 55th St. (Walgreens),11/27/24 2:34 AM,,2024-11-27 02:34:00-06:00,2024-11-27,Fall,24-01271,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
A firearm was found in the belongings of a patient / Weapon turned over to UCPD for safekeeping,Closed,Found Property,5656 S. Maryland Ave. (UCMED),11/27/24 2:24 AM,,2024-11-27 02:24:00-06:00,2024-11-27,Fall,24-01270,"5656 S Maryland Ave, Chicago, Il, 60637",[ 41.7921342  -87.60503297]
A taser was found and turned over to UCPD for proper disposal,Closed,Found Property,5730 S. Drexel Ave. (Comer Hospital),11/26/24 8:30 AM,,2024-11-26 15:17:00-06:00,2024-11-26,Fall,24-01269,"5730 S Drexel Ave, Chicago, Il, 60637",[ 41.79123843 -87.60381506]
Boyfriend and girlfriend involved in disagreement that turned physical / Victim declined prosecution,Ex. Cleared,Domestic Battery,5730 S. Drexel Ave. (Comer Hospital),11/26/24 2:00 PM,,2024-11-26 14:12:00-06:00,2024-11-26,Fall,24-01268,"5730 S Drexel Ave, Chicago, Il, 60637",[ 41.79123843 -87.60381506]
Two unknown subjects took merchandise from the off-campus store without paying,Open,Theft,5228 S. Lake Park Ave. (Ulta),11/26/24 10:47 AM,,2024-11-26 10:52:00-06:00,2024-11-26,Fall,24-01267,"5228 S Lake Park Ave, Chicago, Il, 60615",[ 41.80058331 -87.58749464]
Attempted suicide documented / Person transported to UCMED by CFD EMS,Closed,Attempted Suicide,S. Dorchester Ave. between E. 49th St. and E. 50th St.,11/25/24 11:35 PM,,2024-11-25 23:35:00-06:00,2024-11-25,Fall,24-01266,"4920 South Dorchester Avenue, Chicago, Il 60615",[ 41.8055751 -87.5928885]
Vehicle window smashed and property taken from the vehicle parked on the street off-campus / Referred to CPD,Referred,Information / Theft,6116 S. Dorchester Ave. (Public Way),11/24/24 to 11/25/24 10:30 PM to 3:30 PM,,2024-11-25 20:10:00-06:00,2024-11-25,Fall,2024-040412,"6116 S Dorchester Ave, Chicago, Il, 60637",[ 41.78367929 -87.59149357]
Harassing phone calls from an unknown subject documented,Open,Harassment by Electronic Means,5700 S. Maryland Ave. (CCD),11/25/24 7:30 PM,,2024-11-25 20:03:00-06:00,2024-11-25,Fall,24-01265,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721]
Unknown suspect inappropriately touched victim on the buttocks before fleeing,Open,Battery,1116 E. 59th St. (S. Harper Ave. Library),11/25/24 5:10 PM,,2024-11-25 17:18:00-06:00,2024-11-25,Fall,24-01264,"1116 E 59th St, Chicago, Il, 60637",[ 41.78782808 -87.59934635]
Two wallets found in bookstore were turned over to UCPD for safekeeping,Closed,Found Property,970 E. 58th St. (UC Bookstore),11/25/24 2:58 PM,,2024-11-25 14:59:00-06:00,2024-11-25,Fall,24-01263,"970 E 58th St, Chicago, Il, 60637",[ 41.78958567 -87.60476366]
Vehicle window smashed and property taken from the vehicle,Open,Theft,5841 S. Cottage Grove Ave. (Public Way),11/25/24 6:30 AM to 12:00 PM,,2024-11-25 13:39:00-06:00,2024-11-25,Fall,24-01262,"5841 S Cottage Grove Ave, Chicago, Il, 60637",[ 41.78876064 -87.60602474]
Two students involved in a physical altercation / School administration will handle discipline,Closed,Battery,6300 S. University Ave. (S. Woodlawn Ave. Charter School),11/25/24 12:10 PM,,2024-11-25 12:10:00-06:00,2024-11-25,Fall,24-01261,"6300 S University Ave, Chicago, Il, 60637",[ 41.78045408 -87.59732204]
Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),11/25/24 11:50 AM,,2024-11-25 11:52:00-06:00,2024-11-25,Fall,2024-040372,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
A parked Kia Optima taken from the alley off-campus / Referred to CPD,Referred,Information / Motor Vehicle Theft,6225 S. University Ave. (Alley),11/25/24 1:00 AM to 7:00 AM,,2024-11-25 07:03:00-06:00,2024-11-25,Fall,2024-040337,"6225 S University Ave, Chicago, Il, 60637",[ 41.78184794 -87.59778264]
Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1228 E. 53rd St. (CVS),11/25/2024 6:58,,2024-11-25 06:58:00-06:00,2024-11-25,Fall,2024-040335,"1228 E 53rd St, Chicago, Il, 60615",[ 41.79951603 -87.59614964]
Street stop of three suspicious juveniles documented,Closed,Information,1600 E. 55th St. (Alley),11/25/24 5:32 AM,,2024-11-25 06:23:00-06:00,2024-11-25,Fall,24-01260,"1600 E 55th St, Chicago, Il, 60615",[ 41.79525007 -87.58654714]
Secured bicycle taken from bike rack,Open,Theft,1100 E. 57th St. (Regenstein Library Bike Rack),11/24/24 12:00 PM to 8:20 PM,,2024-11-24 20:34:00-06:00,2024-11-24,Fall,24-01259,"1100 E 57th St, Chicago, Il, 60637",[ 41.79148537 -87.59815254]
Suspect was observed removing an electric scooter secured to a city light pole / Owner of scooter unknown at this time,Open,Theft,1000 E. Midway Plaisance (Public Way),11/24/24 3:11 PM,,2024-11-24 15:11:00-06:00,2024-11-24,Fall,24-01258,"1000 East Midway Plaisance, Chicago, Il 60637",[ 41.7872043 -87.5992543]
"A person damaged the lock to an electric bicycle secured to the bike rack / An unauthorized subject was located, detained and issued a trespass warning",Open,Damage to Property,5747 S. Ellis Ave. (Jones Bike Rack),11/24/24 3:03 PM,,2024-11-24 15:03:00-06:00,2024-11-24,Fall,24-01257,"5747 S Ellis Ave, Chicago, Il, 60637",[ 41.79051653 -87.60120377]
A handgun was found near the sidewalk / UCPD took custody of the weapon,Closed,Found Property,5601 S. Ellis Ave. (Public Way),11/24/24 2:35 PM,,2024-11-24 14:36:00-06:00,2024-11-24,Fall,24-01256,"5601 S Ellis Ave, Chicago, Il, 60637",[ 41.7931544 -87.6012637]
Unknown subject entered vehicle parked on the street of campus and took property / Referred to CPD,Referred,Information / Theft,910 E. 52nd St. (Public Way),11/21/24 to 11/24/24 3:00 PM to 9:45 AM,,2024-11-24 09:59:00-06:00,2024-11-24,Fall,2024-040274,"910 E 52nd St, Chicago, Il, 60615",[ 41.80091355 -87.60271765]
Two unknown subjects took merchandise from the off-campus store without paying / Referred to CPD,Referred,Information / Theft,1554 E. 55th St. (Walgreens),11/24/24 2:30 AM,,2024-11-24 02:32:00-06:00,2024-11-24,Fall,2024-040256,"1554 E 55th St, Chicago, Il, 60615",[ 41.79529345 -87.58874456]
"During a disagreement, two staff members made physical contact",Open,Battery,5700 S. Maryland Ave. (CCD),11/23/24 2:30 PM,,2024-11-23 14:40:00-06:00,2024-11-23,Fall,24-01255,"5700 S Maryland Ave, Chicago, Il, 60637",[ 41.7903992  -87.60501721]
